,gene,p,difference,q,subclass
3769,ID1,3.14416488406408e-18,-1.38849870477475,1.00342988431596e-15,1
3782,IDS,2.35977731939202e-16,0.704868969295571,4.29267092170602e-14,1
3800,IFNAR2,1.12840289129653e-18,0.578773612787369,4.18913816236228e-16,1
3831,IHH,4.64641170094279e-18,-1.9713804531764,1.32066992581016e-15,1
3850,IL1F5,1.31797528908533e-17,2.66798437047261,3.37680119489454e-15,1
3925,IRS2,1.52514722231268e-18,-1.13147625757071,5.43999080805686e-16,1
4057,KCNN4,1.43692036903469e-19,1.45134379087812,6.53475460827751e-17,1
4060,KCNQ5,4.15983258357796e-26,2.1136554139411,7.97965684719522e-23,1
4134,KIAA1598,1.13906504644448e-16,-0.596929806941555,2.35462866589449e-14,1
4185,KLC3,2.71444286109634e-16,1.34087243537929,4.79402233846636e-14,1
4253,KRT80,1.76675877215552e-18,1.12366000020745,6.15717281134402e-16,1
4327,LGALS4,2.54153496713603e-18,-2.85584837373691,8.40601137948573e-16,1
4347,LIMK1,1.03838289882563e-24,0.834986730686289,1.45301717788746e-21,1
4750,MAPK4,3.72436941808141e-18,-2.25391309990141,1.14830515397151e-15,1
4785,MBOAT2,1.73886316066104e-16,0.897968507069496,3.36507018676436e-14,1
4811,MDFIC,2.25714772217879e-21,0.865376580598822,1.4158542832467e-18,1
4957,MMP11,4.48036228080783e-18,1.9067224264192,1.31740046853166e-15,1
4959,MMP13,2.06773748229756e-20,2.80018841429225,1.1063003688375e-17,1
5071,MSMB,8.72195274059469e-16,-2.95785396192462,1.36776760607033e-13,1
5101,MTMR10,2.33038886720588e-16,-0.472623929562337,4.28203069528709e-14,1
5120,MUC21,8.8071682810631e-18,2.92609534689905,2.35604703236498e-15,1
5133,MXRA7,1.79390994998204e-18,0.846382621762977,6.15717281134402e-16,1
5155,MYLK3,6.87598492622779e-16,-1.20390952695637,1.12685623236946e-13,1
5266,NCS1,2.78004142127366e-19,0.811728878656369,1.17608682545091e-16,1
5394,NOSTRIN,4.86379383735124e-19,-1.17339724538214,1.96616163767236e-16,1
5465,NSMCE4A,5.66928401435608e-19,-0.541390846492655,2.24195533706851e-16,1
5530,ODC1,1.43399129655382e-16,-1.01970864968093,2.89841507506784e-14,1
5616,P2RY6,5.62169889968117e-17,1.22361936686245,1.28018106979699e-14,1
5748,PDE3B,1.55447562947726e-21,-1.14677313068055,1.04731356206744e-18,1
5751,PDE4D,8.37523644284139e-27,-1.42912331023469,3.04707852263455e-23,1
5782,PDZD7,2.33003033569075e-18,1.38364269687916,7.84918182158341e-16,1
5850,PHLDA2,2.10054296149993e-16,0.960806330480414,3.98031010548388e-14,1
5916,PLA2G10,1.02792413236007e-16,-1.87980011157586,2.14930665422552e-14,1
5928,PLAC4,1.08670667658949e-21,-2.14279251906014,7.603185059169e-19,1
5934,PLAU,1.25788606415782e-22,1.56457412968368,1.20432659963657e-19,1
5991,PLXNB3,6.95243260403478e-23,1.85872469027457,7.0262056388887e-20,1
6079,PPARGC1A,1.03239965089439e-25,-2.61714419678812,1.56503183745165e-22,1
6290,PTPRN2,3.22253065858957e-16,-1.42838005466934,5.6366399240772e-14,1
6445,RASSF9,4.49006811329575e-18,-1.77155288990935,1.31740046853166e-15,1
6542,RGS10,5.62995358054856e-17,0.829184713202155,1.28018106979699e-14,1
6643,RNF216L,2.27021754186622e-16,0.476967819796043,4.2574770416586e-14,1
6767,RUNX1,3.30343641215301e-16,0.516875743610369,5.72312493080718e-14,1
6800,SAMD4A,2.55715513689768e-19,0.964498879945857,1.10755259750728e-16,1
6801,SAMD5,8.4157413607557e-16,-1.34882569183876,1.33122392255223e-13,1
6969,SETBP1,1.16584608641813e-17,-1.03920609476356,3.02970087971889e-15,1
7118,SLC16A9,1.18118753728949e-16,2.00616822057271,2.41426769559923e-14,1
7250,SLC7A2,2.67444213663931e-23,-2.18387587820401,2.86181040632975e-20,1
7359,SNX1,9.49700361856551e-16,-0.368236097671112,1.47658113525919e-13,1
7360,SNX21,2.03546043268735e-16,0.978758055556682,3.8975853401069e-14,1
7420,SPATS2L,1.02130930266297e-26,0.751224950627057,3.09643958745701e-23,1
7472,SPTB,2.76312473181455e-21,2.33500723711418,1.62141941923995e-18,1
7490,SRPX2,7.88162262043616e-16,1.34137620097614,1.25767190428381e-13,1
7557,STK17A,8.27364703646491e-17,0.761973778843544,1.81332425590763e-14,1
7648,SYT12,5.42246023110834e-16,2.24410993530064,9.04953890496255e-14,1
7662,TACC2,1.25001836371761e-18,-1.09328794119966,4.54781681087741e-16,1
7777,TESC,8.92517102387422e-17,-2.35410177725553,1.93283078684876e-14,1
7788,TFF1,1.47392394177725e-16,-3.43656610391756,2.94639015657912e-14,1
7883,TMED6,2.30395655419315e-16,-1.92478332656596,4.27666057931914e-14,1
8011,TNFRSF12A,7.30717580908921e-19,1.00229988137558,2.80475128853426e-16,1
8185,TSPAN8,1.69593516644774e-16,-2.52243522065902,3.33873540395508e-14,1
8372,UPP1,4.62423184159774e-16,0.932526092481382,7.78883346578745e-14,1
8972,A2M,3.71281256397449e-17,1.06125543551155,1.05040209656493e-15,2
8987,ABCA3,9.82083169349338e-26,1.79117496261311,8.41395122872265e-24,2
8991,ABCA8,1.39985721988731e-25,2.23695197076015,1.16631223324831e-23,2
9005,ABCC6,9.69972610385313e-16,1.17946251591859,2.21605188961364e-14,2
9025,ABI3BP,2.10721604965669e-20,1.42147376988655,9.23885861234425e-19,2
9039,ACADSB,5.29262467360538e-19,0.937796628533524,1.92645174241873e-17,2
9064,ACOXL,5.38242466653988e-24,2.18561065738671,3.6074162073197e-22,2
9076,ACSM3,1.07722361876293e-21,1.39281130459529,5.59017502502603e-20,2
9084,ACTL6A,6.5271143753676e-17,-0.495734469643805,1.7854213614428e-15,2
9106,ADAM12,7.47013226158073e-18,-1.68963094825609,2.3193164490101e-16,2
9128,ADAMTS8,1.82427851780081e-25,2.3317676518408,1.47569130844189e-23,2
9145,ADCY9,1.6447672374404e-17,0.87438535155238,4.88934653578232e-16,2
9151,ADH1A,3.96875786544182e-20,1.86239995816616,1.68029252004708e-18,2
9152,ADH1B,7.53474389999402e-40,3.11597432269143,1.95505076365131e-36,2
9176,ADRB2,7.1230439187079e-20,1.36820527405691,2.94036015217026e-18,2
9190,AFF3,3.07199686212619e-26,1.90302584835003,2.83231873130954e-24,2
9200,AGER,8.83711103820781e-25,2.64563650258077,6.71583463543801e-23,2
9220,AHCYL2,2.8436176720764e-16,1.15844861283186,7.07515449012653e-15,2
9236,AIMP2,1.12455971999333e-16,-0.487042594819586,2.95591580235005e-15,2
9238,AK1,5.10365602320451e-18,1.06706798706086,1.62058923687873e-16,2
9246,AKAP13,1.75404735262902e-19,0.834910277062807,6.83664422012895e-18,2
9278,ALDH5A1,9.81339198161328e-18,0.775483610295478,3.00574432650998e-16,2
9300,ALOX15B,4.86213710483811e-17,1.9066885018956,1.35863071131038e-15,2
9306,ALPL,2.11058503275108e-19,1.95714644121789,8.08745906115145e-18,2
9313,ALX1,5.92635726598358e-16,-2.28304470396103,1.39792762366311e-14,2
9318,AMIGO1,9.4996656010937e-19,0.858833576115419,3.33093487090087e-17,2
9336,ANAPC7,1.46455376660384e-25,-0.439268706325072,1.20912227558298e-23,2
9338,ANGPT1,3.51854944838769e-19,1.42547260562977,1.30957814817757e-17,2
9355,ANKIB1,8.48728459656871e-18,-0.44503916251867,2.61278898521148e-16,2
9358,ANKLE2,1.18877187089123e-19,-0.499454979224604,4.73501392346434e-18,2
9381,ANKRD44,4.61426610723202e-19,1.05519280682504,1.68629608260876e-17,2
9392,ANLN,5.16975959821175e-33,-1.84951169040291,1.38085799385765e-30,2
9395,ANO5,3.28258576164933e-16,1.51563297899254,8.10076157457021e-15,2
9441,APLP2,1.77606675493613e-16,0.653049633327296,4.55631362569279e-15,2
9463,AQP3,8.58467343865828e-19,1.56194618687682,3.03944295645907e-17,2
9464,AQP4,2.06667171844746e-28,2.80202016336682,2.46953673830008e-26,2
9482,ARHGAP11A,7.26625307020253e-34,-1.32046409088763,2.31538516691383e-31,2
9483,ARHGAP11B,7.52331979580725e-20,-1.22019138582291,3.09153976134043e-18,2
9498,ARHGAP31,1.34576748575698e-22,1.07549683029263,7.61469621302306e-21,2
9568,ART4,6.03247516558085e-23,1.71485642825149,3.55739761144302e-21,2
9586,ASF1B,1.85125327083591e-26,-1.2546053929829,1.7421923916162e-24,2
9594,ASPM,3.79437766598689e-28,-1.74099425238041,4.3618532624886e-26,2
9600,ATAD2,2.47634539166828e-21,-0.945706797726695,1.24248235770362e-19,2
9604,ATAD5,1.51733045667385e-19,-0.9774764801178,5.96521062436518e-18,2
9631,ATP13A3,1.34924496496783e-20,-0.578292223034792,6.11130581015229e-19,2
9632,ATP13A4,1.15136689623131e-26,2.37263533025013,1.13653679001355e-24,2
9634,ATP1A2,1.28015709363936e-21,1.81554338051854,6.60553786698059e-20,2
9671,ATP8A1,1.06972418632049e-19,1.17200238624625,4.27960361148437e-18,2
9699,AURKA,1.53450294925889e-30,-1.51996036556029,2.65439781594183e-28,2
9700,AURKB,9.53214834745351e-38,-2.01124756958643,1.08207756521749e-34,2
9725,B3GNT5,1.83534313474118e-18,-0.91618813957615,6.13910448550719e-17,2
9727,B3GNT8,1.82806003633445e-25,1.46113406005629,1.47569130844189e-23,2
9825,BIRC5,5.24567061595243e-31,-1.99340886351291,9.82238303067464e-29,2
9829,BLM,1.87401084530591e-24,-1.12865755693297,1.32140788465958e-22,2
9853,BOLA3,1.01287845803486e-18,-0.610598018193964,3.51757388781781e-17,2
9858,BRCA1,8.2864808074923e-29,-1.2420857244705,1.06742802061335e-26,2
9866,BRI3BP,6.92952704244059e-20,-0.839260766920026,2.86699315881204e-18,2
9867,BRIP1,1.03594098244085e-17,-1.2414438480348,3.14645419131658e-16,2
9868,BRIX1,6.7150470831842e-16,-0.586555816817986,1.57171907437983e-14,2
9882,BTBD9,6.94051570462395e-24,0.937020316938964,4.58402133611217e-22,2
9888,BTG2,1.2903600531467e-17,1.01653922629926,3.88026649756681e-16,2
9898,BTNL9,6.10060591622784e-19,1.74363917767817,2.20288877249396e-17,2
9900,BUB1B,1.53670316997927e-33,-1.70794161110167,4.57559666825139e-31,2
9901,BUB1,5.50947667389298e-29,-1.59488493454314,7.30427918451958e-27,2
9902,BUB3,3.67424849953729e-16,-0.364305408848173,8.98188095519459e-15,2
9928,C10ORF32,9.97386252280328e-17,0.497593666841693,2.64074730323143e-15,2
9935,C10ORF76,7.62670429583671e-21,0.361060422205767,3.56102391067563e-19,2
9960,C11ORF82,3.82264952617241e-24,-1.29254735237769,2.6101798249575e-22,2
9967,C12ORF11,1.35601815218122e-20,-0.614956207257581,6.11639894051934e-19,2
9979,C12ORF48,1.22978534344382e-31,-1.32327841745844,2.62783425799648e-29,2
9991,C12ORF69,1.98882304864694e-17,1.23791651311821,5.82602701157929e-16,2
10005,C13ORF34,1.24306515478203e-20,-0.674926950013583,5.67281216238844e-19,2
10036,C14ORF64,2.34217103605355e-18,1.63883974857073,7.76292929340157e-17,2
10048,C15ORF42,5.41795726717293e-30,-1.60581707840348,8.55707459510104e-28,2
10056,C15ORF59,1.14273583891479e-23,1.89914266231459,7.43925126960908e-22,2
10064,C16ORF59,7.15131145546751e-20,-1.24666492015336,2.94533491985615e-18,2
10072,C16ORF75,3.48987536954478e-16,-0.815350860777341,8.54266931766062e-15,2
10076,C16ORF89,3.66764438739692e-41,3.22675031026464,3.33077125041451e-37,2
10078,C17ORF103,3.41905201065929e-18,0.746065250753575,1.11290755680295e-16,2
10089,C17ORF53,2.7576405837062e-25,-1.3730031852125,2.14965776488651e-23,2
10116,C18ORF54,1.93346327128954e-17,-0.865421826701675,5.68244229715727e-16,2
10130,C19ORF40,2.16693104336229e-17,-0.721858116853696,6.29727496649428e-16,2
10150,C1QTNF6,6.26362874155981e-17,-0.906101361493251,1.71852400049775e-15,2
10151,C1QTNF7,6.00622653306055e-32,2.01432069864726,1.33037917707291e-29,2
10157,C1ORF112,2.60544345639365e-19,-0.757418674300473,9.85888947884955e-18,2
10159,C1ORF116,3.09156536526016e-35,1.83364203024126,1.43979748023642e-32,2
10169,C1ORF135,6.08589972755495e-37,-1.61813960944816,5.26372365483717e-34,2
10180,C1ORF186,6.80784299521128e-26,1.83236189121061,5.94475251548185e-24,2
10189,C1ORF21,2.91475924272559e-23,1.15926998076454,1.78251757998737e-21,2
10198,C1ORF61,9.84981121540476e-18,-2.11055346726047,3.01182022062957e-16,2
10221,C20ORF20,6.08916288904077e-21,-0.599788643354497,2.90559652667141e-19,2
10225,C20ORF56,1.58280958193718e-22,2.29057433785388,8.90048620332043e-21,2
10235,C21ORF45,1.05656563836674e-19,-0.614581987696412,4.23739228179647e-18,2
10240,C21ORF63,7.90347812656475e-20,0.955107321160218,3.23312777506296e-18,2
10272,C2ORF58,1.68599011879652e-17,1.21055326088195,4.99553646455158e-16,2
10318,C4BPA,2.77685269008336e-19,2.33583507515005,1.04422309337441e-17,2
10323,C4ORF31,1.59690569371273e-25,1.81219401939084,1.30065462398674e-23,2
10330,C4ORF46,3.02908237659943e-16,-0.577010013457165,7.49553449675415e-15,2
10342,C5ORF34,9.63659825302116e-20,-1.18197428111676,3.88954520154718e-18,2
10344,C5ORF38,5.81714440551742e-17,1.91344299856202,1.61062185727764e-15,2
10345,C5ORF41,3.4341325928572e-19,0.729196226690707,1.2834187301248e-17,2
10389,C7ORF11,2.82461203232725e-16,-0.437100592948436,7.04435336650883e-15,2
10391,C7ORF23,6.51662147032102e-23,0.934619966886384,3.83046588237672e-21,2
10400,C7ORF41,1.81607046212768e-16,0.854379188946934,4.64581518360916e-15,2
10404,C7ORF49,5.52814929305956e-23,-0.474315800415612,3.27061158338244e-21,2
10412,C7ORF68,2.16584472220884e-24,-1.18515423648969,1.51885087604167e-22,2
10415,C7,2.34563689092641e-25,2.26425875977898,1.84432046969248e-23,2
10421,C8ORF34,1.88041926513156e-22,1.90168848001417,1.05413750347483e-20,2
10438,C9ORF100,4.31521504834692e-30,-1.19046795221797,6.99796883242188e-28,2
10447,C9ORF140,6.85983027045575e-26,-1.4629494273768,5.96148790441568e-24,2
10449,C9ORF152,4.14078097577827e-16,1.39221584087072,1.0037107671247e-14,2
10458,C9ORF40,7.49525902347821e-16,-0.686292229989612,1.74310358058175e-14,2
10481,CA3,2.22185735813018e-22,1.87021104756493,1.23035351206459e-20,2
10489,CABLES1,2.46052511368629e-18,0.930864792499497,8.14034929688235e-17,2
10494,CACHD1,2.78712025696546e-16,1.44853455563316,6.96320016881206e-15,2
10501,CACNA2D2,7.94878414379555e-36,2.87537654809253,4.37496261829571e-33,2
10503,CACNB1,9.6649645460282e-18,1.1454641249854,2.96564944600761e-16,2
10526,CALU,1.19386100458512e-16,-0.607166987183913,3.13354009050282e-15,2
10527,CALY,6.1011700702674e-17,-2.11382231756466,1.68412692988247e-15,2
10549,CAPN3,3.82871589369451e-18,1.45407109024898,1.23738375048351e-16,2
10566,CASC5,1.14696331859069e-22,-1.43346074544738,6.51009211111334e-21,2
10586,CAT,1.65623310800506e-23,0.829219654095075,1.05182384408028e-21,2
10606,CBX7,3.38212902454558e-23,0.951633807110952,2.05450198905757e-21,2
10624,CCDC138,1.08334390995134e-16,-0.778598979282197,2.8517065849922e-15,2
10639,CCDC34,3.63227754636692e-19,-0.919530681031827,1.34638891989107e-17,2
10643,CCDC46,1.94095460435319e-17,0.742849614935526,5.69524369610129e-16,2
10644,CCDC48,1.46534673844179e-20,1.28355071472221,6.57162785439956e-19,2
10648,CCDC58,9.27828866802407e-23,-0.698099695052004,5.3840753059847e-21,2
10673,CCDC99,2.33807005803558e-20,-0.721027424786721,1.0159417814378e-18,2
10679,CCL14,2.09201232023519e-19,1.56761397644023,8.03323885252257e-18,2
10698,CCNA2,1.53674960393859e-37,-1.61272886842845,1.39681917027124e-34,2
10699,CCNB1,1.26152355616243e-36,-1.52364818958739,8.81271244253008e-34,2
10700,CCNB2,3.46443456472419e-34,-1.68625984364937,1.28417397957317e-31,2
10704,CCNE1,5.23608586652333e-23,-1.50510638890732,3.10794207822429e-21,2
10705,CCNE2,3.81439113361181e-20,-1.21585946310157,1.61870995700447e-18,2
10706,CCNF,9.96385097931421e-16,-0.825042770917312,2.2706828775067e-14,2
10728,CCT5,7.38038400801459e-21,-0.683513596553487,3.45489470973116e-19,2
10729,CCT6A,5.76940678450099e-27,-0.627062570427764,5.88706378802761e-25,2
10739,CD1B,5.70758930592856e-16,1.91661448376599,1.35096114082663e-14,2
10740,CD1C,1.1124675352272e-25,1.91636019053308,9.39802225224727e-24,2
10742,CD1E,2.48817242226189e-23,2.07694221839438,1.54241214012091e-21,2
10744,CD207,1.15945037964886e-18,2.50190906017848,3.97341457463439e-17,2
10755,CD300LG,3.93275307826649e-19,2.39866894166916,1.45184134472671e-17,2
10756,CD302,1.91841397158189e-30,1.15651794342027,3.28718424206055e-28,2
10793,CDC20,8.25753063692686e-39,-1.8876920226791,1.49981528958503e-35,2
10794,CDC25A,1.42781650179983e-28,-1.57680771697802,1.75106129766223e-26,2
10796,CDC25C,3.62536207780492e-26,-1.85304147063329,3.29237257095854e-24,2
10808,CDC45,1.80201299007607e-29,-1.87739660836692,2.66097251534566e-27,2
10810,CDC6,2.01605552529704e-29,-1.64318471633821,2.90616004015636e-27,2
10811,CDC7,1.89765085631414e-17,-0.900590185893275,5.58622893083205e-16,2
10812,CDCA2,1.2897543508087e-27,-1.60600374145841,1.4027430104035e-25,2
10813,CDCA3,1.78612027882198e-40,-1.83227845504127,6.48826052484872e-37,2
10814,CDCA4,1.43648149177819e-28,-0.923967694791299,1.75106129766223e-26,2
10815,CDCA5,2.07181909671099e-36,-1.68564773336642,1.25434834178539e-33,2
10817,CDCA8,1.37871540566158e-36,-1.54691893118102,9.27466959741899e-34,2
10844,CDK1,6.26842924119872e-29,-1.53499059550123,8.19089786387715e-27,2
10847,CDK2,1.84232357520944e-24,-0.599604302898156,1.30711418345817e-22,2
10857,CDKL2,5.06596693595049e-28,1.92541926890653,5.71510294768129e-26,2
10867,CDKN3,7.92050330180113e-33,-1.93366543168503,2.02619861226217e-30,2
10869,CDO1,8.37671236912473e-16,1.22789969951244,1.92834254449192e-14,2
10879,CDT1,1.33751525199808e-24,-1.38670034696425,9.95626619755784e-23,2
10889,CEBPA,7.37013887569889e-18,1.23212702130901,2.29612062434509e-16,2
10897,CELF2,1.82277055712829e-24,1.01058633323663,1.29831300506357e-22,2
10905,CENPA,3.54014572797421e-39,-2.17294377127126,8.03745835714945e-36,2
10907,CENPE,6.25478545158184e-34,-1.68236817947943,2.10380866957557e-31,2
10908,CENPF,1.11137137107434e-26,-1.61261539232048,1.10305126846029e-24,2
10909,CENPH,1.50782326758647e-24,-0.955719027136539,1.11327617923468e-22,2
10910,CENPI,2.04566589901851e-25,-1.99438679300074,1.62962411069619e-23,2
10912,CENPK,6.09607630786688e-26,-1.38064863455051,5.37490456212554e-24,2
10913,CENPL,1.53058429868862e-16,-0.626310150639806,3.97142894529734e-15,2
10914,CENPM,1.60088831549898e-24,-1.24433168016018,1.16774837246618e-22,2
10915,CENPN,1.78336963017478e-19,-0.802198724211705,6.92122704975738e-18,2
10916,CENPO,1.30050981105737e-24,-0.840017710154505,9.72064185112552e-23,2
10919,CENPW,2.3466038292749e-34,-1.46857936043878,9.06837560662128e-32,2
10926,CEP55,6.41811963883633e-38,-1.77741785704965,8.00143708764831e-35,2
10951,CGNL1,6.09498583197603e-21,1.10621829799933,2.90559652667141e-19,2
10958,CHAF1A,2.12008168238158e-17,-0.701502965876889,6.18090587433333e-16,2
10959,CHAF1B,3.95645108510444e-17,-0.798545938894397,1.11585436426633e-15,2
10963,CHCHD3,6.54974913274095e-21,-0.443779871912442,3.09367082960059e-19,2
10970,CHEK1,9.4115932621298e-29,-1.1795852782313,1.18710255847266e-26,2
10971,CHEK2,3.94783517038054e-16,-0.769026143398498,9.61186731898415e-15,2
10978,CHIA,1.31483812406117e-17,2.91311662480892,3.94082588239654e-16,2
10992,CHORDC1,6.44746837123663e-21,-0.571791976501506,3.05758141062065e-19,2
10998,CHRDL1,1.41593385175481e-26,2.11477821274983,1.36795779518205e-24,2
11028,CIRBP,5.88654750018787e-18,0.646484594912382,1.8562042056582e-16,2
11032,CISH,2.94880642684528e-24,1.01517487895055,2.03647038520117e-22,2
11034,CITED2,4.410899589018e-22,1.1256240536473,2.37730472508409e-20,2
11036,CKAP2L,7.08522454220941e-34,-1.78694825117495,2.29801666714553e-31,2
11037,CKAP2,4.85593290094171e-18,-0.705430188424,1.54733875929481e-16,2
11038,CKAP4,9.27596975453059e-17,-0.598177598513033,2.47400056757032e-15,2
11043,CKS1B,2.39010844282871e-19,-0.827376617773703,9.12007135443232e-18,2
11060,CLDN18,8.72591659258939e-19,3.24019955635094,3.08344013757201e-17,2
11078,CLEC3B,2.49624143200955e-16,1.31877993840964,6.28838184876414e-15,2
11091,CLIC5,4.92860509802988e-20,1.78944293293769,2.05789090564406e-18,2
11105,CLSPN,6.27512061155415e-20,-1.49424127815757,2.60812392832169e-18,2
11117,CMAS,4.71772950362712e-28,-0.689131703073352,5.35550756089871e-26,2
11151,CNR1,1.68514744013126e-20,1.78385566963224,7.53875195938524e-19,2
11156,CNTFR,6.54980770217244e-16,1.81196658497759,1.53899297923102e-14,2
11175,COL11A1,1.09434781965535e-17,-3.38483717927958,3.31277324140002e-16,2
11194,COL4A3,8.17525301503842e-18,1.72067084459507,2.5252911651725e-16,2
11195,COL4A4,1.99194118493131e-17,1.26766595401531,5.82602701157929e-16,2
11203,COL6A6,1.50109315138154e-16,1.77049673423317,3.90047995830371e-15,2
11207,COLEC12,4.77898436096415e-17,1.28230072446349,1.33745289596598e-15,2
11223,COPS6,5.95353860333352e-17,-0.429521170303831,1.64587704189264e-15,2
11254,CPA3,2.74922873419112e-21,1.84616681231086,1.36806141093461e-19,2
11256,CPAMD8,3.37478002841589e-26,2.0603116190321,3.09576412404635e-24,2
11313,CRTAC1,5.12355619500259e-18,1.99987452605252,1.62406895584349e-16,2
11319,CRY2,2.47055433657092e-30,0.909171677941773,4.1167594876273e-28,2
11330,CSE1L,6.38401407883757e-19,-0.555650612869675,2.29609599433518e-17,2
11365,CTDSPL,1.63519859525329e-16,0.640525386240911,4.21278185611142e-15,2
11380,CTSG,4.63240249471253e-17,1.94930838050655,1.29843096468308e-15,2
11381,CTSH,4.33361393174034e-20,1.56673983979562,1.83049836842325e-18,2
11384,CTSL2,2.82524225080258e-34,-2.32311005245241,1.06905989586098e-31,2
11385,CTSO,7.81346459747334e-17,0.638364235388245,2.1118446054153e-15,2
11404,CX3CR1,4.55529387421496e-16,1.32651632015288,1.09877559943382e-14,2
11426,CYB5A,1.68817789002017e-18,1.04310577749402,5.67821759563636e-17,2
11434,CYBRD1,2.53140494505345e-22,1.26235037491285,1.39750480294851e-20,2
11437,CYFIP2,7.62550560370113e-18,0.988281313080517,2.36351635290143e-16,2
11451,CYP2B7P1,1.81811103616044e-23,2.27597355391469,1.1466094010341e-21,2
11462,CYP4B1,6.01746799931876e-38,3.4072061369725,8.00143708764831e-35,2
11467,CYP4X1,1.85210640427449e-16,1.4471520231417,4.72469222202775e-15,2
11481,DAAM2,9.37288031482186e-17,1.24151335580218,2.49252745473074e-15,2
11493,DAPK2,3.93465192282456e-17,1.07992984069644,1.11143208202585e-15,2
11495,DARC,7.66168162611096e-19,1.56834438187573,2.72861026225595e-17,2
11500,DBF4B,3.60129862647663e-20,-0.803528548405057,1.53185917922002e-18,2
11501,DBF4,7.30963166137549e-35,-0.94232821402785,3.08755441547821e-32,2
11562,DDX39,3.36502307248086e-16,-0.608781934098396,8.27048904810147e-15,2
11589,DENR,3.64680992187482e-25,-0.474489305291826,2.81859611110691e-23,2
11590,DEPDC1B,2.44362286022534e-31,-1.81709825614558,4.82429587068183e-29,2
11591,DEPDC1,2.31392529721005e-31,-1.93725690939014,4.61844232672815e-29,2
11636,DIAPH3,7.52195162323344e-22,-1.34287506411376,3.98312557821542e-20,2
11644,DISP1,4.43969349183738e-17,0.828099055521695,1.24633930281673e-15,2
11646,DKC1,6.89625094277308e-17,-0.46456920758312,1.87791013303729e-15,2
11656,DLC1,3.9133078738399e-34,1.62077616700726,1.39367472377557e-31,2
11666,DLGAP5,1.30733443750437e-31,-1.92921426980138,2.72932360786113e-29,2
11675,DMBT1,8.24458644213092e-16,2.765087444059,1.90274998155558e-14,2
11694,DNAJB11,2.43861355193955e-21,-0.515691688237931,1.23034827621883e-19,2
11713,DNAJC2,3.23372025764087e-19,-0.516074324728486,1.21101156782538e-17,2
11719,DNAJC9,3.76271141281509e-26,-0.571647773750508,3.38327363321587e-24,2
11723,DNASE1L3,6.45146605563852e-16,1.70169965152366,1.51981813188797e-14,2
11729,DNM1L,4.32346449426477e-23,-0.493315501361145,2.57465854456823e-21,2
11736,DNMT3B,4.2944781898864e-21,-1.22006284609779,2.09679052050824e-19,2
11750,DOK4,4.59529862651469e-16,1.07543242759661,1.10688021166701e-14,2
11754,DONSON,2.08551664439319e-17,-0.649368326896159,6.08990977686712e-16,2
11775,DPYSL2,2.51373620277103e-31,1.04762101491496,4.90935383343336e-29,2
11787,DRP2,3.57307324884173e-21,-1.72003196710919,1.76352525594327e-19,2
11792,DSCC1,5.10371733776622e-29,-1.33275829450619,6.82581860110574e-27,2
11800,DSN1,2.73650228249325e-17,-0.65282997681034,7.8396042518809e-16,2
11805,DTL,3.98522400969408e-18,-1.10079849539746,1.28567715254127e-16,2
11812,DTYMK,1.48665170223822e-22,-0.705558718202228,8.38573132538907e-21,2
11813,DUOX1,4.41295886343271e-18,1.81322193557307,1.41113682810789e-16,2
11815,DUOXA1,1.89847716564967e-20,1.77599889261593,8.41025384382804e-19,2
11818,DUS4L,4.31689299445481e-22,-0.620064602045165,2.3335633172108e-20,2
11823,DUSP14,9.9104125790999e-16,-0.632463509635195,2.26134200595718e-14,2
11845,DYNLL1,5.94650709581864e-22,-0.53366671481996,3.1673433542919e-20,2
11855,E2F1,7.85107986026747e-17,-1.01706166495511,2.11885829869299e-15,2
11856,E2F2,2.13272362279658e-18,-1.07924945366804,7.09462621993668e-17,2
11861,E2F7,2.08438887163728e-25,-1.58112854913032,1.65073536423597e-23,2
11862,E2F8,1.31769786802833e-18,-1.42043086653542,4.47352268728945e-17,2
11877,ECT2,4.07240100137696e-22,-1.09595618774854,2.20797072800029e-20,2
11878,EDA2R,5.90070744618999e-19,1.52542395172234,2.13921256177942e-17,2
11909,EFTUD2,2.32986688881735e-18,-0.390256650127665,7.73626550303282e-17,2
11915,EGLN3,7.61170439936333e-17,-1.57982240114225,2.06345353739755e-15,2
11938,EIF3B,5.13184596888744e-17,-0.494114401974947,1.42740763143802e-15,2
11946,EIF4A3,2.98516510999453e-16,-0.467638750612135,7.40704288153424e-15,2
11950,EIF4EBP1,2.61233649859419e-23,-1.18304085862362,1.6084022991175e-21,2
11979,ELN,7.4190903470426e-19,1.42568119324442,2.64740546116571e-17,2
11987,EMCN,9.66403920640649e-17,1.1379139642878,2.56619801324504e-15,2
11988,EME1,1.99780494551629e-29,-1.51892557978349,2.90289049803299e-27,2
11995,EMP2,3.89957262318436e-24,1.02647730861143,2.64283349085439e-22,2
12039,EPHA4,4.02858250869583e-16,1.02033033350407,9.79533388292401e-15,2
12045,EPHX2,1.31428359003579e-18,0.96689613541984,4.47028704977904e-17,2
12054,EPR1,1.00717823456852e-28,-1.81561229583997,1.25297111468959e-26,2
12060,EPT1,1.00340260903491e-24,-0.67467559627608,7.59366732829211e-23,2
12067,ERBB4,2.3322842870895e-20,2.09540878868839,1.01585802173637e-18,2
